spacy_word	spacy_lemma	spacy_pos	spacy_tag	dependency	dependency_head	dependency_head_pos	dependency_children	text_id_numeric	text_id	sent_index_in_text	manually_corrected
Man	man	PRON	PIS	sb	kann	AUX	[]	8	p2	2	False
kann	können	AUX	VMFIN	ROOT	kann	AUX	[Man, realisieren, sind, .]	8	p2	2	False
sie	sie	PRON	PPER	oa	realisieren	VERB	[]	8	p2	2	False
realisieren	realisieren	VERB	VVINF	oc	kann	AUX	[sie, durch]	8	p2	2	False
durch	durch	ADP	APPR	mo	realisieren	VERB	[Materialien]	8	p2	2	False
transparente	transparent	ADJ	ADJA	nk	Materialien	NOUN	[]	8	p2	2	False
Materialien	Material	NOUN	NN	nk	durch	ADP	[transparente, ,]	8	p2	2	False
,	--	PUNCT	$,	punct	Materialien	NOUN	[]	8	p2	2	False
in	in	ADP	APPR	mo	eingebaut	VERB	[Strukturen]	8	p2	2	False
die	der	DET	PRELS	nk	Strukturen	NOUN	[]	8	p2	2	False
periodische	periodisch	ADJ	ADJA	nk	Strukturen	NOUN	[]	8	p2	2	False
Strukturen	Struktur	NOUN	NN	nk	in	ADP	[die, periodische, z.B., liegen]	8	p2	2	False
(	--	PUNCT	$LRB	punct	z.B.	NOUN	[]	8	p2	2	False
z.B.	z.B.	NOUN	NN	par	Strukturen	NOUN	[(, Mikrozylinder, )]	8	p2	2	False
dielektrische	dielektrisch	ADJ	ADJA	nk	Mikrozylinder	NOUN	[]	8	p2	2	False
Mikrozylinder	Mikrozylind	NOUN	NN	nk	z.B.	NOUN	[dielektrische, oder]	8	p2	2	False
oder	oder	CCONJ	KON	cd	Mikrozylinder	NOUN	[Kügelchen]	8	p2	2	False
Kügelchen	Kügelche	NOUN	NN	cj	oder	CCONJ	[]	8	p2	2	False
)	--	PUNCT	$LRB	punct	z.B.	NOUN	[]	8	p2	2	False
eingebaut	einbauen	VERB	VVPP	pd	sind	AUX	[in]	8	p2	2	False
sind	sein	AUX	VAFIN	oc	kann	AUX	[eingebaut, ,]	8	p2	2	False
,	--	PUNCT	$,	punct	sind	AUX	[]	8	p2	2	False
deren	der	DET	PRELAT	ag	Abstände	NOUN	[]	8	p2	2	False
Abstände	Abständ	NOUN	NN	sb	liegen	VERB	[deren]	8	p2	2	False
in	in	ADP	APPR	mo	liegen	VERB	[Größenordnung]	8	p2	2	False
der	der	DET	ART	nk	Größenordnung	NOUN	[]	8	p2	2	False
Größenordnung	Größenordnung	NOUN	NN	nk	in	ADP	[der, Wellenlänge]	8	p2	2	False
der	der	DET	ART	nk	Wellenlänge	NOUN	[]	8	p2	2	False
optischen	optisch	ADJ	ADJA	nk	Wellenlänge	NOUN	[]	8	p2	2	False
Wellenlänge	Wellenlang	NOUN	NN	ag	Größenordnung	NOUN	[der, optischen]	8	p2	2	False
liegen	liegen	VERB	VVFIN	rc	Strukturen	NOUN	[Abstände, in]	8	p2	2	False
.	--	PUNCT	$.	punct	kann	AUX	[]	8	p2	2	False
Sie	sie	PRON	PPER	sb	beeinflussen	VERB	[]	8	p2	3	False
beeinflussen	beeinflussen	VERB	VVFIN	ROOT	beeinflussen	VERB	[Sie, deshalb, Ausbreitung, .]	8	p2	3	False
deshalb	deshalb	ADV	PROAV	mo	beeinflussen	VERB	[]	8	p2	3	False
die	der	DET	ART	nk	Ausbreitung	NOUN	[]	8	p2	3	False
Ausbreitung	Ausbreitung	NOUN	NN	oa	beeinflussen	VERB	[die, von]	8	p2	3	False
von	von	ADP	APPR	pg	Ausbreitung	NOUN	[Licht]	8	p2	3	False
Licht	Licht	NOUN	NN	nk	von	ADP	[in]	8	p2	3	False
in	in	ADP	APPR	mnr	Licht	NOUN	[Materialien]	8	p2	3	False
diesen	dieser	DET	PDAT	nk	Materialien	NOUN	[]	8	p2	3	False
Materialien	Material	NOUN	NN	nk	in	ADP	[diesen]	8	p2	3	False
.	--	PUNCT	$.	punct	beeinflussen	VERB	[]	8	p2	3	False
Fällt	fallen	VERB	VVFIN	re	so	ADV	[Lichtwelle, auf]	8	p2	4	False
eine	ein	DET	ART	nk	Lichtwelle	NOUN	[]	8	p2	4	False
Lichtwelle	Lichtwelle	NOUN	NN	sb	Fällt	VERB	[eine]	8	p2	4	False
auf	auf	ADP	APPR	mo	Fällt	VERB	[Struktur]	8	p2	4	False
diese	dieser	DET	PDAT	nk	Struktur	NOUN	[]	8	p2	4	False
Struktur	Struktur	NOUN	NN	nk	auf	ADP	[diese]	8	p2	4	False
,	--	PUNCT	$,	punct	so	ADV	[]	8	p2	4	False
so	so	ADV	ADV	mo	reflektiert	VERB	[Fällt, ,]	8	p2	4	False
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[Teil, reflektiert, .]	8	p2	4	False
ein	ein	DET	ART	nk	Teil	NOUN	[]	8	p2	4	False
Teil	Teil	NOUN	NN	sb	wird	AUX	[ein, Wellenamplitude]	8	p2	4	False
der	der	DET	ART	nk	Wellenamplitude	NOUN	[]	8	p2	4	False
Wellenamplitude	Wellenamplitude	NOUN	NN	ag	Teil	NOUN	[der]	8	p2	4	False
an	an	ADP	APPR	mo	reflektiert	VERB	[Grenzflächen]	8	p2	4	False
den	der	DET	ART	nk	Grenzflächen	NOUN	[]	8	p2	4	False
Grenzflächen	Grenzfläch	NOUN	NN	nk	an	ADP	[den, Struktur]	8	p2	4	False
der	der	DET	ART	nk	Struktur	NOUN	[]	8	p2	4	False
periodischen	periodisch	ADJ	ADJA	nk	Struktur	NOUN	[]	8	p2	4	False
Struktur	Struktur	NOUN	NN	ag	Grenzflächen	NOUN	[der, periodischen]	8	p2	4	Flse
reflektiert	reflektieren	VERB	VVPP	oc	wird	AUX	[so, an]	8	p2	4	True
.	--	PUNCT	$.	punct	wird	AUX	[]	8	p2	4	False
Ist	sein	AUX	VAFIN	mo	überlagern	VERB	[Periode, π-vielfaches]	8	p2	5	False
die	der	DET	ART	nk	Periode	NOUN	[]	8	p2	5	False
Periode	Periode	NOUN	NN	sb	Ist	AUX	[die, Struktur]	8	p2	5	False
der	der	DET	ART	nk	Struktur	NOUN	[]	8	p2	5	False
Struktur	Struktur	NOUN	NN	ag	Periode	NOUN	[der]	8	p2	5	False
ein	ein	DET	ART	nk	π-vielfaches	NOUN	[]	8	p2	5	False
π-vielfaches	π-vielfaches	NOUN	PIS	pd	Ist	AUX	[ein, Wellenlänge]	8	p2	5	False
der	der	DET	ART	nk	Wellenlänge	NOUN	[]	8	p2	5	False
Wellenlänge	Wellenlang	NOUN	NN	ag	π-vielfaches	NOUN	[der]	8	p2	5	False
,	--	PUNCT	$,	punct	überlagern	VERB	[]	8	p2	5	False
überlagern	überlagern	VERB	VVFIN	ROOT	überlagern	VERB	[Ist, ,, sich, Anteile, phasenrichtig, und, .]	8	p2	5	False
sich	sich	PRON	PRF	oa	überlagern	VERB	[]	8	p2	5	False
die	der	DET	ART	nk	Anteile	NOUN	[]	8	p2	5	False
reflektierten	reflektiert	ADJ	ADJA	nk	Anteile	NOUN	[]	8	p2	5	False
Anteile	Anteil	NOUN	NN	sb	überlagern	VERB	[die, reflektierten]	8	p2	5	False
phasenrichtig	phasenrichtig	ADV	ADJD	mo	überlagern	VERB	[]	8	p2	5	False
und	und	CCONJ	KON	cd	überlagern	VERB	[addieren]	8	p2	5	False
addieren	addieren	VERB	VVFIN	cj	und	CCONJ	[sich, deshalb]	8	p2	5	False
sich	sich	PRON	PRF	oa	addieren	VERB	[]	8	p2	5	False
deshalb	deshalb	ADV	PROAV	mo	addieren	VERB	[]	8	p2	5	False
.	--	PUNCT	$.	punct	überlagern	VERB	[]	8	p2	5	False
Das	der	DET	ART	nk	Reflexionsvermögen	NOUN	[]	8	p2	6	False
Reflexionsvermögen	Reflexionsvermögen	NOUN	NN	sb	wird	AUX	[Das, Kristalls]	8	p2	6	False
des	der	DET	ART	nk	Kristalls	NOUN	[]	8	p2	6	False
Kristalls	Kristall	NOUN	NN	ag	Reflexionsvermögen	NOUN	[des]	8	p2	6	False
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[Reflexionsvermögen, erhöht, .]	8	p2	6	False
erhöht	erhöhen	VERB	VVPP	oc	wird	AUX	[]	8	p2	6	False
.	--	PUNCT	$.	punct	wird	AUX	[]	8	p2	6	False
Ist	sein	AUX	VAFIN	mo	sind	AUX	[Periode, π-vielfaches]	8	p2	7	False
die	der	DET	ART	nk	Periode	NOUN	[]	8	p2	7	False
Periode	Periode	NOUN	NN	sb	Ist	AUX	[die, Struktur]	8	p2	7	False
der	der	DET	ART	nk	Struktur	NOUN	[]	8	p2	7	False
Struktur	Struktur	NOUN	NN	ag	Periode	NOUN	[der]	8	p2	7	False
ein	ein	DET	ART	nk	π-vielfaches	NOUN	[]	8	p2	7	False
ungeradzahlig	ungeradzahlig	ADV	ADJD	mo	π-vielfaches	NOUN	[]	8	p2	7	False
π-vielfaches	π-vielfaches	NOUN	NN	pd	Ist	AUX	[ein, ungeradzahlig, Wellenlänge]	8	p2	7	False
der	der	DET	ART	nk	Wellenlänge	NOUN	[]	8	p2	7	False
halben	halb	ADJ	ADJA	nk	Wellenlänge	NOUN	[]	8	p2	7	False
Wellenlänge	Wellenlang	NOUN	NN	ag	π-vielfaches	NOUN	[der, halben]	8	p2	7	False
,	--	PUNCT	$,	punct	sind	AUX	[]	8	p2	7	False
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Ist, ,, Phasen, verschoben, und, .]	8	p2	7	False
die	der	DET	ART	nk	Phasen	NOUN	[]	8	p2	7	False
Phasen	Phase	NOUN	NN	sb	sind	AUX	[die, Wellen]	8	p2	7	False
der	der	DET	ART	nk	Wellen	NOUN	[]	8	p2	7	False
reflektierten	reflektiert	ADJ	ADJA	nk	Wellen	NOUN	[]	8	p2	7	False
Wellen	Welle	NOUN	NN	ag	Phasen	NOUN	[der, reflektierten]	8	p2	7	False
gegeneinander	gegeneinander	ADV	ADV	mo	verschoben	VERB	[]	8	p2	7	False
verschoben	verschieben	VERB	VVPP	pd	sind	AUX	[gegeneinander]	8	p2	7	False
und	und	CCONJ	KON	cd	sind	AUX	[löschen]	8	p2	7	False
die	der	DET	ART	nk	Anteile	NOUN	[]	8	p2	7	False
reflektierten	reflektiert	ADJ	ADJA	nk	Anteile	NOUN	[]	8	p2	7	False
Anteile	Anteil	NOUN	NN	sb	löschen	VERB	[die, reflektierten]	8	p2	7	False
löschen	löschen	VERB	VVFIN	cj	und	CCONJ	[Anteile, sich, teilweise, aus]	8	p2	7	False
sich	sich	PRON	PRF	oa	löschen	VERB	[]	8	p2	7	False
teilweise	teilweise	ADV	ADV	mo	löschen	VERB	[oder]	8	p2	7	False
oder	oder	CCONJ	KON	cd	teilweise	ADV	[ganz]	8	p2	7	False
ganz	ganz	ADV	ADV	cj	oder	CCONJ	[]	8	p2	7	False
aus	aus	ADP	PTKVZ	svp	löschen	VERB	[]	8	p2	7	False
.	--	PUNCT	$.	punct	sind	AUX	[]	8	p2	7	False
Eine	ein	DET	ART	nk	Parenchymzelle	NOUN	[]	4	b4	1	False
chlorophyllhaltige	chlorophyllhaltig	ADJ	ADJA	nk	Parenchymzelle	NOUN	[]	4	b4	1	False
Parenchymzelle	Parenchymzelle	NOUN	NN	sb	exportiert	VERB	[Eine, chlorophyllhaltige, aus, in]	4	b4	1	True
in	in	ADP	APPR	mnr	Parenchymzelle	NOUN	[Angiospermenblatt]	4	b4	1	False
einem	ein	DET	ART	nk	Angiospermenblatt	NOUN	[]	4	b4	1	False
Angiospermenblatt	Angiospermenblatt	NOUN	NN	nk	in	ADP	[einem]	4	b4	1	False
exportiert	exportieren	VERB	VVFIN	ROOT	exportiert	VERB	[Parenchymzelle, aus, Material, und, .]	4	b4	1	True
organisches	organisch	ADJ	ADJA	nk	Material	NOUN	[]	4	b4	1	False
Material	Material	NOUN	NN	ao	exportiert	VERB	[organisches, in]	4	b4	1	True
in	in	ADP	APPR	mnr	Material	NOUN	[Form]	4	b4	1	False
Form	Form	NOUN	NN	nk	in	ADP	[von]	4	b4	1	False
von	von	ADP	APPR	pg	Form	NOUN	[Saccharose]	4	b4	1	False
Saccharose	Saccharose	NOUN	NN	nk	von	ADP	[]	4	b4	1	True
aus	aus	ADP	APPR	mo	exportiert	VERB	[Zelle]	4	b4	1	True
der	der	DET	ART	nk	Zelle	NOUN	[]	4	b4	1	False
Zelle	Zelle	NOUN	NN	nk	aus	ADP	[der]	4	b4	1	False
und	und	CCONJ	KON	cd	exportiert	VERB	[versorgt]	4	b4	1	False
versorgt	versorgen	VERB	VVFIN	cj	und	CCONJ	[damit, in, Zellen]	4	b4	1	False
damit	damit	ADV	PROAV	mo	versorgt	VERB	[]	4	b4	1	False
selbst	selbst	ADV	ADV	mo	in	ADP	[]	4	b4	1	False
in	in	ADP	APPR	mo	versorgt	VERB	[selbst, Nacht]	4	b4	1	False
der	der	DET	ART	nk	Nacht	NOUN	[]	4	b4	1	False
Nacht	Nacht	NOUN	NN	nk	in	ADP	[der]	4	b4	1	False
alle	aller	DET	PIAT	nk	Zellen	NOUN	[]	4	b4	1	False
chlorophyllfreien	chlorophyllfrei	ADJ	ADJA	nk	Zellen	NOUN	[]	4	b4	1	False
Zellen	Zelle	NOUN	NN	oa	versorgt	VERB	[alle, chlorophyllfreien, Pflanze]	4	b4	1	False
der	der	DET	ART	nk	Pflanze	NOUN	[]	4	b4	1	False
Pflanze	Pflanze	NOUN	NN	ag	Zellen	NOUN	[der]	4	b4	1	False
.	--	PUNCT	$.	punct	exportiert	VERB	[]	4	b4	1	False
Das	der	DET	ART	nk	Prinzip	NOUN	[]	4	b4	2	True
Prinzip	Prinzip	NOUN	NN	sb	ist	AUX	[Das]	4	b4	2	True
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Prinzip, einfach, :, speichert]	4	b4	2	True
einfach	einfach	ADV	ADJD	pd	ist	AUX	[]	4	b4	2	True
:	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	2	True
Am	an	ADP	APPRART	mo	speichert	VERB	[Tag]	4	b4	2	True
Tag	Tag	NOUN	NN	nk	Am	ADP	[]	4	b4	2	True
speichert	speichern	VERB	VVFIN	cj	ist	AUX	[Am, Chloroplast, Glucose, als, ;, kommt]	4	b4	2	True
der	der	DET	ART	nk	Chloroplast	NOUN	[]	4	b4	2	True
Chloroplast	Chloroplast	NOUN	NN	sb	speichert	VERB	[der]	4	b4	2	True
die	der	DET	ART	nk	Glucose	NOUN	[]	4	b4	2	True
gebildete	gebildet	ADJ	ADJA	nk	Glucose	NOUN	[und]	4	b4	2	True
und	und	CCONJ	KON	cd	gebildete	ADJ	[überschüssige]	4	b4	2	True
überschüssige	überschüssig	ADJ	ADJA	cj	und	CCONJ	[]	4	b4	2	True
Glucose	Glucos	NOUN	NN	oa	speichert	VERB	[die, gebildete, aus]	4	b4	2	True
aus	aus	ADP	APPR	mnr	Glucose	NOUN	[Photosynthese]	4	b4	2	True
der	der	DET	ART	nk	Photosynthese	NOUN	[]	4	b4	2	True
Photosynthese	Photosynthese	NOUN	NN	nk	aus	ADP	[der]	4	b4	2	True
als	als	ADP	APPR	mo	speichert	VERB	[Stärke]	4	b4	2	True
Stärke	Stärke	NOUN	NN	nk	als	ADP	[]	4	b4	2	True
;	--	PUNCT	$.	punct	speichert	VERB	[]	4	b4	2	True
in	in	ADP	APPR	mo	kommt	VERB	[Nacht]	4	b4	2	True
der	der	DET	ART	nk	Nacht	NOUN	[]	4	b4	2	True
Nacht	Nacht	NOUN	NN	nk	in	ADP	[der]	4	b4	2	True
kommt	kommen	VERB	VVFIN	cj	speichert	VERB	[in, es, zu, .]	4	b4	2	True
es	es	PRON	PPER	ep	kommt	VERB	[]	4	b4	2	True
zu	zu	ADP	APPR	mo	kommt	VERB	[Stoffentnahme]	4	b4	2	True
einer	ein	DET	ART	nk	Stoffentnahme	NOUN	[]	4	b4	2	True
Stoffentnahme	Stoffentnahme	NOUN	NN	nk	zu	ADP	[einer, aus]	4	b4	2	True
aus	aus	ADP	APPR	mnr	Stoffentnahme	NOUN	[Speicher]	4	b4	2	True
diesem	dieser	DET	PDAT	nk	Speicher	NOUN	[]	4	b4	2	True
Speicher	Speicher	NOUN	NN	nk	aus	ADP	[diesem]	4	b4	2	True
.	--	PUNCT	$.	punct	kommt	VERB	[]	4	b4	2	True
Die	der	DET	ART	nk	Zelle	NOUN	[]	4	b4	3
Zelle	Zelle	NOUN	NN	sb	kann	AUX	[Die]	4	b4	3
kann	können	AUX	VMFIN	ROOT	kann	AUX	[Zelle, gewährleisten, .]	4	b4	3
auf	auf	ADP	APPR	mo	gewährleisten	VERB	[Weise]	4	b4	3	True
diese	dieser	DET	PDAT	nk	Weise	NOUN	[]	4	b4	3
Weise	Weise	NOUN	NN	nk	auf	ADP	[diese]	4	b4	3
Tag	Tag	NOUN	NN	mo	gewährleisten	VERB	[und]	4	b4	3	True
und	und	CCONJ	KON	cd	Tag	NOUN	[Nacht]	4	b4	3
Nacht	Nacht	NOUN	NN	cj	und	CCONJ	[]	4	b4	3
einen	ein	DET	ART	nk	Export	NOUN	[]	4	b4	3
Export	Export	NOUN	NN	oa	gewährleisten	VERB	[einen]	4	b4	3
gewährleisten	gewährleisten	VERB	VVINF	oc	kann	AUX	[auf,Tag, Export]	4	b4	3	True
.	--	PUNCT	$.	punct	kann	AUX	[]	4	b4	3
Saccharose	Saccharose	NOUN	NN	pd	ist	AUX	[]	4	b4	4
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Saccharose, Dimer, und, .]	4	b4	4
ein	ein	DET	ART	nk	Dimer	NOUN	[]	4	b4	4
Dimer	Dimer	NOUN	NN	pd	ist	AUX	[ein]	4	b4	4
und	und	CCONJ	KON	cd	ist	AUX	[wirkt]	4	b4	4
wirkt	wirken	VERB	VVFIN	cj	und	CCONJ	[nicht, reduzierend, ,, wird]	4	b4	4
nicht	nicht	PART	PTKNEG	ng	wirkt	VERB	[]	4	b4	4
reduzierend	reduzierend	ADV	ADJD	mo	wirkt	VERB	[]	4	b4	4
,	--	PUNCT	$,	punct	wirkt	VERB	[]	4	b4	4
sie	sie	PRON	PPER	sb	wird	AUX	[]	4	b4	4
wird	werden	AUX	VAFIN	oc	wirkt	VERB	[sie, verwendet]	4	b4	4
in	in	ADP	APPR	mo	verwendet	VERB	[Pflanze]	4	b4	4
der	der	DET	ART	nk	Pflanze	NOUN	[]	4	b4	4
Pflanze	Pflanze	NOUN	NN	nk	in	ADP	[der]	4	b4	4
vor	vor	ADP	APPR	mo	als	ADP	[allem]	4	b4	4
allem	alle	PRON	PIS	nk	vor	ADP	[]	4	b4	4
als	als	ADP	APPR	mo	verwendet	VERB	[vor, Speicherstoff]	4	b4	4
leicht	leicht	ADV	ADJD	mo	verfügbarer	ADJ	[]	4	b4	4
verfügbarer	verfügbar	ADJ	ADJA	nk	Speicherstoff	NOUN	[leicht]	4	b4	4
Speicherstoff	Speicherstoff	NOUN	NN	nk	als	ADP	[verfügbarer]	4	b4	4
verwendet	verwenden	VERB	VVPP	oc	wird	AUX	[in, als]	4	b4	4
.	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	4
Stärke	Stärke	NOUN	NN	sb	ist	AUX	[]	4	b4	5
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Stärke, Polymer, wirkt, .]	4	b4	5
ein	ein	DET	ART	nk	Polymer	NOUN	[]	4	b4	5
großes	groß	ADJ	ADJA	nk	Polymer	NOUN	[]	4	b4	5
Polymer	Polymer	NOUN	NN	pd	ist	AUX	[ein, großes, aus]	4	b4	5
aus	aus	ADP	APPR	mnr	Polymer	NOUN	[Glucose]	4	b4	5
Glucose	Glucose	NOUN	NN	nk	aus	ADP	[]	4	b4	5
,	--	PUNCT	$,	punct	wirkt	VERB	[]	4	b4	5
wirkt	wirken	VERB	VVFIN	cj	ist	AUX	[,, ebenfalls, nicht, reduzierend, und]	4	b4	5
ebenfalls	ebenfalls	ADV	ADV	mo	wirkt	VERB	[]	4	b4	5
nicht	nicht	PART	PTKNEG	ng	wirkt	VERB	[]	4	b4	5
reduzierend	reduzierend	ADV	ADJD	mo	wirkt	VERB	[]	4	b4	5
und	und	CCONJ	KON	cd	wirkt	VERB	[ist]	4	b4	5
ist	sein	AUX	VAFIN	cj	und	CCONJ	[finden]	4	b4	5
hauptsächlich	hauptsächlich	ADV	ADJD	mo	finden	VERB	[]	4	b4	5
in	in	ADP	APPR	mo	finden	VERB	[Speicherorganen]	4	b4	5
Speicherorganen	Speicherorga	NOUN	NN	nk	in	ADP	[]	4	b4	5
zu	zu	PART	PTKZU	pm	finden	VERB	[]	4	b4	5
finden	finden	VERB	VVINF	oc	ist	AUX	[hauptsächlich, in, zu]	4	b4	5
.	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	5
Das	der	DET	ART	nk	Kohlenhydrat	NOUN	[]	4	b4	6
am	am	PART	PTKA	pm	häufigsten	ADV	[]	4	b4	6
häufigsten	häufig	ADV	ADJD	mo	vorkommende	ADJ	[am]	4	b4	6
in	in	ADP	APPR	mo	vorkommende	ADJ	[Biosphäre]	4	b4	6
der	der	DET	ART	nk	Biosphäre	NOUN	[]	4	b4	6
Biosphäre	Biosphäre	NOUN	NN	nk	in	ADP	[der]	4	b4	6
vorkommende	vorkommend	ADJ	ADJA	nk	Kohlenhydrat	NOUN	[häufigsten, in]	4	b4	6
Kohlenhydrat	Kohlenhydrat	NOUN	NN	sb	ist	AUX	[Das, vorkommende]	4	b4	6
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Kohlenhydrat, unbestritten, Cellulose, .]	4	b4	6
unbestritten	unbestritten	ADV	ADJD	mo	ist	AUX	[]	4	b4	6
die	der	DET	ART	nk	Cellulose	NOUN	[]	4	b4	6
Cellulose	Cellulose	NOUN	NN	pd	ist	AUX	[die]	4	b4	6
.	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	6
Sie	sie	PRON	PPER	sb	ist	AUX	[]	4	b4	7
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Sie, Polymer, und, .]	4	b4	7
ein	ein	DET	ART	nk	Polymer	NOUN	[]	4	b4	7
lineares	linear	ADJ	ADJA	nk	Polymer	NOUN	[]	4	b4	7
Polymer	Polymer	NOUN	NN	pd	ist	AUX	[ein, lineares, aus]	4	b4	7
aus	aus	ADP	APPR	mnr	Polymer	NOUN	[β-D-Glucose]	4	b4	7
β-D-Glucose	β-D-Glucose	PROPN	NN	nk	aus	ADP	[]	4	b4	7
und	und	CCONJ	KON	cd	ist	AUX	[liegt]	4	b4	7
liegt	liegen	VERB	VVFIN	cj	und	CCONJ	[extrazellulär, vor]	4	b4	7
hauptsächlich	hauptsächlich	ADV	ADJD	mo	extrazellulär	ADV	[]	4	b4	7
extrazellulär	extrazellulär	ADV	ADJD	mo	liegt	VERB	[hauptsächlich]	4	b4	7
vor	vor	ADP	PTKVZ	svp	liegt	VERB	[]	4	b4	7
.	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	7
Dieses	dieser	DET	PDAT	nk	Molekül	NOUN	[]	4	b4	8
Molekül	Molekül	NOUN	NN	sb	wird	AUX	[Dieses]	4	b4	8
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[Molekül, synthetisiert, .]	4	b4	8
durch	durch	ADP	APPR	mo	synthetisiert	VERB	[Cellulose-Synthasekomplexe]	4	b4	8
membranständige	membranständig	ADJ	ADJA	nk	Cellulose-Synthasekomplexe	NOUN	[]	4	b4	8
Cellulose-Synthasekomplexe	Cellulose-Synthasekomplexe	NOUN	NN	nk	durch	ADP	[membranständige, zirkulieren]	4	b4	8
synthetisiert	synthetisiern	VERB	VVPP	oc	wird	AUX	[durch, ,]	4	b4	8
,	--	PUNCT	$,	punct	synthetisiert	VERB	[]	4	b4	8
die	der	PRON	PRELS	sb	zirkulieren	VERB	[]	4	b4	8
in	in	ADP	APPR	mo	zirkulieren	VERB	[Membran]	4	b4	8
der	der	DET	ART	nk	Membran	PROPN	[]	4	b4	8
Membran	Membran	PROPN	NN	nk	in	ADP	[der]	4	b4	8
zirkulieren	zirkulieren	VERB	VVFIN	rc	Cellulose-Synthasekomplexe	NOUN	[die, in, und]	4	b4	8
und	und	CCONJ	KON	cd	zirkulieren	VERB	[weben]	4	b4	8
in	in	ADP	APPR	mo	weben	VERB	[Weise]	4	b4	8
gewisser	gewiß	ADJ	ADJA	nk	Weise	NOUN	[]	4	b4	8
Weise	Weise	NOUN	NN	nk	in	ADP	[gewisser, ausmachen]	4	b4	8
die	der	DET	ART	nk	Cellulose-Mikrofibrillen	NOUN	[]	4	b4	8
Cellulose-Mikrofibrillen	Cellulose-Mikrofibrille	NOUN	NN	oa	weben	VERB	[die]	4	b4	8
""""	--	PUNCT	$LRB	punct	weben	VERB	[]	4	b4	8
weben	weben	VERB	VVFIN	cj	und	CCONJ	"[in, Cellulose-Mikrofibrillen, "", "", ,]"	4	b4	8
""""	--	PUNCT	$LRB	punct	weben	VERB	[]	4	b4	8
,	--	PUNCT	$,	punct	weben	VERB	[]	4	b4	8
die	der	PRON	PRELS	sb	ausmachen	VERB	[]	4	b4	8
die	der	DET	ART	nk	Matrix	NOUN	[]	4	b4	8
extrazelluläre	extrazellulär	ADJ	ADJA	nk	Matrix	NOUN	[]	4	b4	8
Matrix	Matrix	NOUN	NN	oa	ausmachen	VERB	[die, extrazelluläre, Pflanzenzellen]	4	b4	8
der	der	DET	ART	nk	Pflanzenzellen	NOUN	[]	4	b4	8
Pflanzenzellen	Pflanzenzell	NOUN	NN	ag	Matrix	NOUN	[der]	4	b4	8
ausmachen	ausmachen	VERB	VVFIN	rc	Weise	NOUN	[die, Matrix]	4	b4	8
.	--	PUNCT	$.	punct	wird	AUX	[]	4	b4	8
Motormoleküle	Motormoleküle	ADV	NN	sb	sind	AUX	[]	3	b3	1	True
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Motormoleküle, Enzyme, .]	3	b3	1	False
Enzyme	Enzyme	NOUN	NN	pd	sind	AUX	[,, umwandeln]	3	b3	1	True
,	--	PUNCT	$,	punct	Enzyme	NOUN	[]	3	b3	1	False
welche	welcher	PRON	PRELS	sb	umwandeln	VERB	[]	3	b3	1	False
die	der	DET	ART	nk	Energie	NOUN	[]	3	b3	1	False
Energie	Energie	NOUN	NN	oa	umwandeln	VERB	[die, aus]	3	b3	1	True
aus	aus	ADP	APPR	mnr	Energie	NOUN	[Hydrolyse]	3	b3	1	True
der	der	DET	ART	nk	Hydrolyse	NOUN	[]	3	b3	1	False
Hydrolyse	Hydrolyse	NOUN	NN	nk	aus	ADP	[der, von, in]	3	b3	1	False
von	von	ADP	APPR	pg	Hydrolyse	NOUN	[ATP]	3	b3	1	False
ATP	ATP	PROPN	NN	nk	von	ADP	[]	3	b3	1	False
in	in	ADP	APPR	mnr	Hydrolyse	NOUN	[Energie]	3	b3	1	False
mechanische	mechanisch	ADJ	ADJA	nk	Energie	NOUN	[]	3	b3	1	False
Energie	Energie	NOUN	NN	nk	in	ADP	[mechanische]	3	b3	1	False
umwandeln	umwandeln	VERB	VVFIN	rc	Enzyme	NOUN	[welche, Energie]	3	b3	1	True
.	--	PUNCT	$.	punct	sind	AUX	[]	3	b3	1	False
Dabei	dabei	ADV	PROAV	mo	induzieren	VERB	[]	3	b3	2	False
induzieren	induzieren	VERB	VVFIN	ROOT	induzieren	VERB	[Dabei, sie, Konformationsänderung, .]	3	b3	2	False
sie	sie	PRON	PPER	sb	induzieren	VERB	[]	3	b3	2	False
eine	ein	DET	ART	nk	Konformationsänderung	NOUN	[]	3	b3	2	False
Konformationsänderung	Konformationsänderung	NOUN	NN	oa	induzieren	VERB	[eine, ,, ermöglicht]	3	b3	2	False
,	--	PUNCT	$,	punct	Konformationsänderung	NOUN	[]	3	b3	2	False
