spacy_word	spacy_lemma	spacy_pos	spacy_tag	dependency	dependency_head	dependency_head_pos	dependency_children	text_id_numeric	text_id	sent_index_in_text
Lichtwelle	Lichtwelle	NOUN	NN	sb	Fällt	VERB	[eine]	8	p2	4
auf	auf	ADP	APPR	mo	Fällt	VERB	[Struktur]	8	p2	4
diese	dieser	DET	PDAT	nk	Struktur	NOUN	[]	8	p2	4
Struktur	Struktur	NOUN	NN	nk	auf	ADP	[diese]	8	p2	4
,	--	PUNCT	$,	punct	so	ADV	[]	8	p2	4
so	so	ADV	ADV	mo	reflektiert	VERB	[Fällt, ,]	8	p2	4
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[Teil, reflektiert, .]	8	p2	4
ein	ein	DET	ART	nk	Teil	NOUN	[]	8	p2	4
Teil	Teil	NOUN	NN	sb	wird	AUX	[ein, Wellenamplitude]	8	p2	4
der	der	DET	ART	nk	Wellenamplitude	NOUN	[]	8	p2	4
Wellenamplitude	Wellenamplitude	NOUN	NN	ag	Teil	NOUN	[der, an]	8	p2	4
an	an	ADP	APPR	mnr	Wellenamplitude	NOUN	[Grenzflächen]	8	p2	4
den	der	DET	ART	nk	Grenzflächen	NOUN	[]	8	p2	4
Grenzflächen	Grenzfläch	NOUN	NN	nk	an	ADP	[den, Struktur]	8	p2	4
der	der	DET	ART	nk	Struktur	NOUN	[]	8	p2	4
periodischen	periodisch	ADJ	ADJA	nk	Struktur	NOUN	[]	8	p2	4
Struktur	Struktur	NOUN	NN	ag	Grenzflächen	NOUN	[der, periodischen]	8	p2	4
reflektiert	reflektieren	VERB	VVPP	oc	wird	AUX	[so]	8	p2	4
.	--	PUNCT	$.	punct	wird	AUX	[]	8	p2	4
Ist	sein	AUX	VAFIN	mo	überlagern	VERB	[Periode, π-vielfaches]	8	p2	5
die	der	DET	ART	nk	Periode	NOUN	[]	8	p2	5
Periode	Periode	NOUN	NN	sb	Ist	AUX	[die, Struktur]	8	p2	5
der	der	DET	ART	nk	Struktur	NOUN	[]	8	p2	5
Struktur	Struktur	NOUN	NN	ag	Periode	NOUN	[der]	8	p2	5
ein	ein	DET	ART	nk	π-vielfaches	NOUN	[]	8	p2	5
π-vielfaches	π-vielfaches	NOUN	PIS	pd	Ist	AUX	[ein, Wellenlänge]	8	p2	5
der	der	DET	ART	nk	Wellenlänge	NOUN	[]	8	p2	5
Wellenlänge	Wellenlang	NOUN	NN	ag	π-vielfaches	NOUN	[der]	8	p2	5
,	--	PUNCT	$,	punct	überlagern	VERB	[]	8	p2	5
überlagern	überlagern	VERB	VVFIN	ROOT	überlagern	VERB	[Ist, ,, sich, Anteile, phasenrichtig, und, .]	8	p2	5
sich	sich	PRON	PRF	oa	überlagern	VERB	[]	8	p2	5
die	der	DET	ART	nk	Anteile	NOUN	[]	8	p2	5
reflektierten	reflektiert	ADJ	ADJA	nk	Anteile	NOUN	[]	8	p2	5
Anteile	Anteil	NOUN	NN	sb	überlagern	VERB	[die, reflektierten]	8	p2	5
phasenrichtig	phasenrichtig	ADV	ADJD	mo	überlagern	VERB	[]	8	p2	5
und	und	CCONJ	KON	cd	überlagern	VERB	[addieren]	8	p2	5
addieren	addieren	VERB	VVFIN	cj	und	CCONJ	[sich, deshalb]	8	p2	5
sich	sich	PRON	PRF	oa	addieren	VERB	[]	8	p2	5
deshalb	deshalb	ADV	PROAV	mo	addieren	VERB	[]	8	p2	5
.	--	PUNCT	$.	punct	überlagern	VERB	[]	8	p2	5
Das	der	DET	ART	nk	Reflexionsvermögen	NOUN	[]	8	p2	6
Reflexionsvermögen	Reflexionsvermögen	NOUN	NN	sb	wird	AUX	[Das, Kristalls]	8	p2	6
des	der	DET	ART	nk	Kristalls	NOUN	[]	8	p2	6
Kristalls	Kristall	NOUN	NN	ag	Reflexionsvermögen	NOUN	[des]	8	p2	6
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[Reflexionsvermögen, erhöht, .]	8	p2	6
erhöht	erhöhen	VERB	VVPP	oc	wird	AUX	[]	8	p2	6
.	--	PUNCT	$.	punct	wird	AUX	[]	8	p2	6
Ist	sein	AUX	VAFIN	mo	sind	AUX	[Periode, π-vielfaches]	8	p2	7
die	der	DET	ART	nk	Periode	NOUN	[]	8	p2	7
Periode	Periode	NOUN	NN	sb	Ist	AUX	[die, Struktur]	8	p2	7
der	der	DET	ART	nk	Struktur	NOUN	[]	8	p2	7
Struktur	Struktur	NOUN	NN	ag	Periode	NOUN	[der]	8	p2	7
ein	ein	DET	ART	nk	π-vielfaches	NOUN	[]	8	p2	7
ungeradzahlig	ungeradzahlig	ADV	ADJD	mo	π-vielfaches	NOUN	[]	8	p2	7
π-vielfaches	π-vielfaches	NOUN	NN	pd	Ist	AUX	[ein, ungeradzahlig, Wellenlänge]	8	p2	7
der	der	DET	ART	nk	Wellenlänge	NOUN	[]	8	p2	7
halben	halb	ADJ	ADJA	nk	Wellenlänge	NOUN	[]	8	p2	7
Wellenlänge	Wellenlang	NOUN	NN	ag	π-vielfaches	NOUN	[der, halben]	8	p2	7
,	--	PUNCT	$,	punct	sind	AUX	[]	8	p2	7
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Ist, ,, Phasen, verschoben, und, .]	8	p2	7
die	der	DET	ART	nk	Phasen	NOUN	[]	8	p2	7
Phasen	Phase	NOUN	NN	sb	sind	AUX	[die, Wellen]	8	p2	7
der	der	DET	ART	nk	Wellen	NOUN	[]	8	p2	7
reflektierten	reflektiert	ADJ	ADJA	nk	Wellen	NOUN	[]	8	p2	7
Wellen	Welle	NOUN	NN	ag	Phasen	NOUN	[der, reflektierten]	8	p2	7
gegeneinander	gegeneinander	ADV	ADV	mo	verschoben	VERB	[]	8	p2	7
verschoben	verschieben	VERB	VVPP	pd	sind	AUX	[gegeneinander]	8	p2	7
und	und	CCONJ	KON	cd	sind	AUX	[löschen]	8	p2	7
die	der	DET	ART	nk	Anteile	NOUN	[]	8	p2	7
reflektierten	reflektiert	ADJ	ADJA	nk	Anteile	NOUN	[]	8	p2	7
Anteile	Anteil	NOUN	NN	sb	löschen	VERB	[die, reflektierten]	8	p2	7
löschen	löschen	VERB	VVFIN	cj	und	CCONJ	[Anteile, sich, teilweise, aus]	8	p2	7
sich	sich	PRON	PRF	oa	löschen	VERB	[]	8	p2	7
teilweise	teilweise	ADV	ADV	mo	löschen	VERB	[oder]	8	p2	7
oder	oder	CCONJ	KON	cd	teilweise	ADV	[ganz]	8	p2	7
ganz	ganz	ADV	ADV	cj	oder	CCONJ	[]	8	p2	7
aus	aus	ADP	PTKVZ	svp	löschen	VERB	[]	8	p2	7
.	--	PUNCT	$.	punct	sind	AUX	[]	8	p2	7
Eine	ein	DET	ART	nk	Parenchymzelle	NOUN	[]	4	b4	1
chlorophyllhaltige	chlorophyllhaltig	ADJ	ADJA	nk	Parenchymzelle	NOUN	[]	4	b4	1
Parenchymzelle	Parenchymzelle	NOUN	NN	sb	exportiert	VERB	[Eine, chlorophyllhaltige, in]	4	b4	1
in	in	ADP	APPR	mnr	Parenchymzelle	NOUN	[Angiospermenblatt]	4	b4	1
einem	ein	DET	ART	nk	Angiospermenblatt	NOUN	[]	4	b4	1
Angiospermenblatt	Angiospermenblatt	NOUN	NN	nk	in	ADP	[einem]	4	b4	1
exportiert	exportieren	VERB	VVFIN	ROOT	exportiert	VERB	[Parenchymzelle, Material, und, .]	4	b4	1
organisches	organisch	ADJ	ADJA	nk	Material	NOUN	[]	4	b4	1
Material	Material	NOUN	NN	sb	exportiert	VERB	[organisches, in]	4	b4	1
in	in	ADP	APPR	mnr	Material	NOUN	[Form]	4	b4	1
Form	Form	NOUN	NN	nk	in	ADP	[von]	4	b4	1
von	von	ADP	APPR	pg	Form	NOUN	[Saccharose]	4	b4	1
Saccharose	Saccharose	NOUN	NN	nk	von	ADP	[aus]	4	b4	1
aus	aus	ADP	APPR	mnr	Saccharose	NOUN	[Zelle]	4	b4	1
der	der	DET	ART	nk	Zelle	NOUN	[]	4	b4	1
Zelle	Zelle	NOUN	NN	nk	aus	ADP	[der]	4	b4	1
und	und	CCONJ	KON	cd	exportiert	VERB	[versorgt]	4	b4	1
versorgt	versorgen	VERB	VVFIN	cj	und	CCONJ	[damit, in, Zellen]	4	b4	1
damit	damit	ADV	PROAV	mo	versorgt	VERB	[]	4	b4	1
selbst	selbst	ADV	ADV	mo	in	ADP	[]	4	b4	1
in	in	ADP	APPR	mo	versorgt	VERB	[selbst, Nacht]	4	b4	1
der	der	DET	ART	nk	Nacht	NOUN	[]	4	b4	1
Nacht	Nacht	NOUN	NN	nk	in	ADP	[der]	4	b4	1
alle	aller	DET	PIAT	nk	Zellen	NOUN	[]	4	b4	1
chlorophyllfreien	chlorophyllfrei	ADJ	ADJA	nk	Zellen	NOUN	[]	4	b4	1
Zellen	Zelle	NOUN	NN	oa	versorgt	VERB	[alle, chlorophyllfreien, Pflanze]	4	b4	1
der	der	DET	ART	nk	Pflanze	NOUN	[]	4	b4	1
Pflanze	Pflanze	NOUN	NN	ag	Zellen	NOUN	[der]	4	b4	1
.	--	PUNCT	$.	punct	exportiert	VERB	[]	4	b4	1
Das	der	DET	ART	nk	Prinzip	NOUN	[]	4	b4	2
Prinzip	Prinzip	NOUN	NN	sb	ist	AUX	[Das]	4	b4	2
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Prinzip, einfach, :]	4	b4	2
einfach	einfach	ADV	ADJD	pd	ist	AUX	[]	4	b4	2
:	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	2
Am	an	ADP	APPRART	mo	speichert	VERB	[Tag]	4	b4	3
Tag	Tag	NOUN	NN	nk	Am	ADP	[]	4	b4	3
speichert	speichern	VERB	VVFIN	ROOT	speichert	VERB	[Am, Chloroplast, Glucose, als, ;]	4	b4	3
der	der	DET	ART	nk	Chloroplast	NOUN	[]	4	b4	3
Chloroplast	Chloroplast	NOUN	NN	sb	speichert	VERB	[der]	4	b4	3
die	der	DET	ART	nk	Glucose	NOUN	[]	4	b4	3
gebildete	gebildet	ADJ	ADJA	nk	Glucose	NOUN	[und]	4	b4	3
und	und	CCONJ	KON	cd	gebildete	ADJ	[überschüssige]	4	b4	3
überschüssige	überschüssig	ADJ	ADJA	cj	und	CCONJ	[]	4	b4	3
Glucose	Glucos	NOUN	NN	oa	speichert	VERB	[die, gebildete, aus]	4	b4	3
aus	aus	ADP	APPR	mnr	Glucose	NOUN	[Photosynthese]	4	b4	3
der	der	DET	ART	nk	Photosynthese	NOUN	[]	4	b4	3
Photosynthese	Photosynthese	NOUN	NN	nk	aus	ADP	[der]	4	b4	3
als	als	ADP	APPR	mo	speichert	VERB	[Stärke]	4	b4	3
Stärke	Stärke	NOUN	NN	nk	als	ADP	[]	4	b4	3
;	--	PUNCT	$.	punct	speichert	VERB	[]	4	b4	3
in	in	ADP	APPR	mo	kommt	VERB	[Nacht]	4	b4	4
der	der	DET	ART	nk	Nacht	NOUN	[]	4	b4	4
Nacht	Nacht	NOUN	NN	nk	in	ADP	[der]	4	b4	4
kommt	kommen	VERB	VVFIN	ROOT	kommt	VERB	[in, es, zu, .]	4	b4	4
es	es	PRON	PPER	ep	kommt	VERB	[]	4	b4	4
zu	zu	ADP	APPR	mo	kommt	VERB	[Stoffentnahme]	4	b4	4
einer	ein	DET	ART	nk	Stoffentnahme	NOUN	[]	4	b4	4
Stoffentnahme	Stoffentnahme	NOUN	NN	nk	zu	ADP	[einer, aus]	4	b4	4
aus	aus	ADP	APPR	mnr	Stoffentnahme	NOUN	[Speicher]	4	b4	4
diesem	dieser	DET	PDAT	nk	Speicher	NOUN	[]	4	b4	4
Speicher	Speicher	NOUN	NN	nk	aus	ADP	[diesem]	4	b4	4
.	--	PUNCT	$.	punct	kommt	VERB	[]	4	b4	4
Die	der	DET	ART	nk	Zelle	NOUN	[]	4	b4	5
Zelle	Zelle	NOUN	NN	sb	kann	AUX	[Die]	4	b4	5
kann	können	AUX	VMFIN	ROOT	kann	AUX	[Zelle, gewährleisten, .]	4	b4	5
auf	auf	ADP	APPR	mo	gewährleisten	VERB	[Weise, Tag]	4	b4	5
diese	dieser	DET	PDAT	nk	Weise	NOUN	[]	4	b4	5
Weise	Weise	NOUN	NN	nk	auf	ADP	[diese]	4	b4	5
Tag	Tag	NOUN	NN	nk	auf	ADP	[und]	4	b4	5
und	und	CCONJ	KON	cd	Tag	NOUN	[Nacht]	4	b4	5
Nacht	Nacht	NOUN	NN	cj	und	CCONJ	[]	4	b4	5
einen	ein	DET	ART	nk	Export	NOUN	[]	4	b4	5
Export	Export	NOUN	NN	oa	gewährleisten	VERB	[einen]	4	b4	5
gewährleisten	gewährleisten	VERB	VVINF	oc	kann	AUX	[auf, Export]	4	b4	5
.	--	PUNCT	$.	punct	kann	AUX	[]	4	b4	5
Saccharose	Saccharose	NOUN	NN	pd	ist	AUX	[]	4	b4	6
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Saccharose, Dimer, und, .]	4	b4	6
ein	ein	DET	ART	nk	Dimer	NOUN	[]	4	b4	6
Dimer	Dimer	NOUN	NN	pd	ist	AUX	[ein]	4	b4	6
und	und	CCONJ	KON	cd	ist	AUX	[wirkt]	4	b4	6
wirkt	wirken	VERB	VVFIN	cj	und	CCONJ	[nicht, reduzierend, ,, wird]	4	b4	6
nicht	nicht	PART	PTKNEG	ng	wirkt	VERB	[]	4	b4	6
reduzierend	reduzierend	ADV	ADJD	mo	wirkt	VERB	[]	4	b4	6
,	--	PUNCT	$,	punct	wirkt	VERB	[]	4	b4	6
sie	sie	PRON	PPER	sb	wird	AUX	[]	4	b4	6
wird	werden	AUX	VAFIN	oc	wirkt	VERB	[sie, verwendet]	4	b4	6
in	in	ADP	APPR	mo	verwendet	VERB	[Pflanze]	4	b4	6
der	der	DET	ART	nk	Pflanze	NOUN	[]	4	b4	6
Pflanze	Pflanze	NOUN	NN	nk	in	ADP	[der]	4	b4	6
vor	vor	ADP	APPR	mo	als	ADP	[allem]	4	b4	6
allem	alle	PRON	PIS	nk	vor	ADP	[]	4	b4	6
als	als	ADP	APPR	mo	verwendet	VERB	[vor, Speicherstoff]	4	b4	6
leicht	leicht	ADV	ADJD	mo	verfügbarer	ADJ	[]	4	b4	6
verfügbarer	verfügbar	ADJ	ADJA	nk	Speicherstoff	NOUN	[leicht]	4	b4	6
Speicherstoff	Speicherstoff	NOUN	NN	nk	als	ADP	[verfügbarer]	4	b4	6
verwendet	verwenden	VERB	VVPP	oc	wird	AUX	[in, als]	4	b4	6
.	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	6
Stärke	Stärke	NOUN	NN	sb	ist	AUX	[]	4	b4	7
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Stärke, Polymer, wirkt, .]	4	b4	7
ein	ein	DET	ART	nk	Polymer	NOUN	[]	4	b4	7
großes	groß	ADJ	ADJA	nk	Polymer	NOUN	[]	4	b4	7
Polymer	Polymer	NOUN	NN	pd	ist	AUX	[ein, großes, aus]	4	b4	7
aus	aus	ADP	APPR	mnr	Polymer	NOUN	[Glucose]	4	b4	7
Glucose	Glucose	NOUN	NN	nk	aus	ADP	[]	4	b4	7
,	--	PUNCT	$,	punct	wirkt	VERB	[]	4	b4	7
wirkt	wirken	VERB	VVFIN	cj	ist	AUX	[,, ebenfalls, nicht, reduzierend, und]	4	b4	7
ebenfalls	ebenfalls	ADV	ADV	mo	wirkt	VERB	[]	4	b4	7
nicht	nicht	PART	PTKNEG	ng	wirkt	VERB	[]	4	b4	7
reduzierend	reduzierend	ADV	ADJD	mo	wirkt	VERB	[]	4	b4	7
und	und	CCONJ	KON	cd	wirkt	VERB	[ist]	4	b4	7
ist	sein	AUX	VAFIN	cj	und	CCONJ	[finden]	4	b4	7
hauptsächlich	hauptsächlich	ADV	ADJD	mo	finden	VERB	[]	4	b4	7
in	in	ADP	APPR	mo	finden	VERB	[Speicherorganen]	4	b4	7
Speicherorganen	Speicherorga	NOUN	NN	nk	in	ADP	[]	4	b4	7
zu	zu	PART	PTKZU	pm	finden	VERB	[]	4	b4	7
finden	finden	VERB	VVINF	oc	ist	AUX	[hauptsächlich, in, zu]	4	b4	7
.	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	7
Das	der	DET	ART	nk	Kohlenhydrat	NOUN	[]	4	b4	8
am	am	PART	PTKA	pm	häufigsten	ADV	[]	4	b4	8
häufigsten	häufig	ADV	ADJD	mo	vorkommende	ADJ	[am]	4	b4	8
in	in	ADP	APPR	mo	vorkommende	ADJ	[Biosphäre]	4	b4	8
der	der	DET	ART	nk	Biosphäre	NOUN	[]	4	b4	8
Biosphäre	Biosphäre	NOUN	NN	nk	in	ADP	[der]	4	b4	8
vorkommende	vorkommend	ADJ	ADJA	nk	Kohlenhydrat	NOUN	[häufigsten, in]	4	b4	8
Kohlenhydrat	Kohlenhydrat	NOUN	NN	sb	ist	AUX	[Das, vorkommende]	4	b4	8
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Kohlenhydrat, unbestritten, Cellulose, .]	4	b4	8
unbestritten	unbestritten	ADV	ADJD	mo	ist	AUX	[]	4	b4	8
die	der	DET	ART	nk	Cellulose	NOUN	[]	4	b4	8
Cellulose	Cellulose	NOUN	NN	pd	ist	AUX	[die]	4	b4	8
.	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	8
Sie	sie	PRON	PPER	sb	ist	AUX	[]	4	b4	9
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Sie, Polymer, und, .]	4	b4	9
ein	ein	DET	ART	nk	Polymer	NOUN	[]	4	b4	9
lineares	linear	ADJ	ADJA	nk	Polymer	NOUN	[]	4	b4	9
Polymer	Polymer	NOUN	NN	pd	ist	AUX	[ein, lineares, aus]	4	b4	9
aus	aus	ADP	APPR	mnr	Polymer	NOUN	[β-D-Glucose]	4	b4	9
β-D-Glucose	β-D-Glucose	PROPN	NN	nk	aus	ADP	[]	4	b4	9
und	und	CCONJ	KON	cd	ist	AUX	[liegt]	4	b4	9
liegt	liegen	VERB	VVFIN	cj	und	CCONJ	[extrazellulär, vor]	4	b4	9
hauptsächlich	hauptsächlich	ADV	ADJD	mo	extrazellulär	ADV	[]	4	b4	9
extrazellulär	extrazellulär	ADV	ADJD	mo	liegt	VERB	[hauptsächlich]	4	b4	9
vor	vor	ADP	PTKVZ	svp	liegt	VERB	[]	4	b4	9
.	--	PUNCT	$.	punct	ist	AUX	[]	4	b4	9
Dieses	dieser	DET	PDAT	nk	Molekül	NOUN	[]	4	b4	10
Molekül	Molekül	NOUN	NN	sb	wird	AUX	[Dieses]	4	b4	10
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[Molekül, synthetisiert, .]	4	b4	10
durch	durch	ADP	APPR	mo	synthetisiert	VERB	[Cellulose-Synthasekomplexe]	4	b4	10
membranständige	membranständig	ADJ	ADJA	nk	Cellulose-Synthasekomplexe	NOUN	[]	4	b4	10
Cellulose-Synthasekomplexe	Cellulose-Synthasekomplexe	NOUN	NN	nk	durch	ADP	[membranständige, zirkulieren]	4	b4	10
synthetisiert	synthetisiern	VERB	VVPP	oc	wird	AUX	[durch, ,]	4	b4	10
,	--	PUNCT	$,	punct	synthetisiert	VERB	[]	4	b4	10
die	der	PRON	PRELS	sb	zirkulieren	VERB	[]	4	b4	10
in	in	ADP	APPR	mo	zirkulieren	VERB	[Membran]	4	b4	10
der	der	DET	ART	nk	Membran	PROPN	[]	4	b4	10
Membran	Membran	PROPN	NN	nk	in	ADP	[der]	4	b4	10
zirkulieren	zirkulieren	VERB	VVFIN	rc	Cellulose-Synthasekomplexe	NOUN	[die, in, und]	4	b4	10
und	und	CCONJ	KON	cd	zirkulieren	VERB	[weben]	4	b4	10
in	in	ADP	APPR	mo	weben	VERB	[Weise]	4	b4	10
gewisser	gewiß	ADJ	ADJA	nk	Weise	NOUN	[]	4	b4	10
Weise	Weise	NOUN	NN	nk	in	ADP	[gewisser, ausmachen]	4	b4	10
die	der	DET	ART	nk	Cellulose-Mikrofibrillen	NOUN	[]	4	b4	10
Cellulose-Mikrofibrillen	Cellulose-Mikrofibrille	NOUN	NN	oa	weben	VERB	[die]	4	b4	10
""""	--	PUNCT	$LRB	punct	weben	VERB	[]	4	b4	10
weben	weben	VERB	VVFIN	cj	und	CCONJ	"[in, Cellulose-Mikrofibrillen, "", "", ,]"	4	b4	10
""""	--	PUNCT	$LRB	punct	weben	VERB	[]	4	b4	10
,	--	PUNCT	$,	punct	weben	VERB	[]	4	b4	10
die	der	PRON	PRELS	sb	ausmachen	VERB	[]	4	b4	10
die	der	DET	ART	nk	Matrix	NOUN	[]	4	b4	10
extrazelluläre	extrazellulär	ADJ	ADJA	nk	Matrix	NOUN	[]	4	b4	10
Matrix	Matrix	NOUN	NN	oa	ausmachen	VERB	[die, extrazelluläre, Pflanzenzellen]	4	b4	10
der	der	DET	ART	nk	Pflanzenzellen	NOUN	[]	4	b4	10
Pflanzenzellen	Pflanzenzell	NOUN	NN	ag	Matrix	NOUN	[der]	4	b4	10
ausmachen	ausmachen	VERB	VVFIN	rc	Weise	NOUN	[die, Matrix]	4	b4	10
.	--	PUNCT	$.	punct	wird	AUX	[]	4	b4	10
Motormoleküle	Motormoleküle	ADV	NN	pd	sind	AUX	[]	3	b3	1
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Motormoleküle, Enzyme, .]	3	b3	1
Enzyme	Enzyme	NOUN	NN	sb	sind	AUX	[,, umwandeln]	3	b3	1
,	--	PUNCT	$,	punct	Enzyme	NOUN	[]	3	b3	1
welche	welcher	PRON	PRELS	sb	umwandeln	VERB	[]	3	b3	1
die	der	DET	ART	nk	Energie	NOUN	[]	3	b3	1
Energie	Energie	NOUN	NN	oa	umwandeln	VERB	[die]	3	b3	1
aus	aus	ADP	APPR	mo	umwandeln	VERB	[Hydrolyse]	3	b3	1
der	der	DET	ART	nk	Hydrolyse	NOUN	[]	3	b3	1
Hydrolyse	Hydrolyse	NOUN	NN	nk	aus	ADP	[der, von, in]	3	b3	1
von	von	ADP	APPR	pg	Hydrolyse	NOUN	[ATP]	3	b3	1
ATP	ATP	PROPN	NN	nk	von	ADP	[]	3	b3	1
in	in	ADP	APPR	mnr	Hydrolyse	NOUN	[Energie]	3	b3	1
mechanische	mechanisch	ADJ	ADJA	nk	Energie	NOUN	[]	3	b3	1
Energie	Energie	NOUN	NN	nk	in	ADP	[mechanische]	3	b3	1
umwandeln	umwandeln	VERB	VVFIN	rc	Enzyme	NOUN	[welche, Energie, aus]	3	b3	1
.	--	PUNCT	$.	punct	sind	AUX	[]	3	b3	1
Dabei	dabei	ADV	PROAV	mo	induzieren	VERB	[]	3	b3	2
induzieren	induzieren	VERB	VVFIN	ROOT	induzieren	VERB	[Dabei, sie, Konformationsänderung, .]	3	b3	2
sie	sie	PRON	PPER	sb	induzieren	VERB	[]	3	b3	2
eine	ein	DET	ART	nk	Konformationsänderung	NOUN	[]	3	b3	2
Konformationsänderung	Konformationsänderung	NOUN	NN	oa	induzieren	VERB	[eine, ,, ermöglicht]	3	b3	2
,	--	PUNCT	$,	punct	Konformationsänderung	NOUN	[]	3	b3	2
die	der	PRON	PRELS	sb	ermöglicht	VERB	[]	3	b3	2
einen	ein	DET	ART	nk	Transport	NOUN	[]	3	b3	2
Transport	Transport	NOUN	NN	oa	ermöglicht	VERB	[einen, auf]	3	b3	2
auf	auf	ADP	APPR	mnr	Transport	NOUN	[Gleisen]	3	b3	2
den	der	DET	ART	nk	Gleisen	NOUN	[]	3	b3	2
""""	--	PUNCT	$LRB	punct	Gleisen	NOUN	[]	3	b3	2
Gleisen	Gleis	NOUN	NN	nk	auf	ADP	"[den, "", ""]"	3	b3	2
""""	--	PUNCT	$LRB	punct	Gleisen	NOUN	[]	3	b3	2
ermöglicht	ermöglichen	VERB	VVFIN	rc	Konformationsänderung	NOUN	[die, Transport]	3	b3	2
.	--	PUNCT	$.	punct	induzieren	VERB	[]	3	b3	2
Die	der	DET	ART	nk	Gleise	NOUN	[]	3	b3	3
""""	--	PUNCT	$LRB	punct	Gleise	NOUN	[]	3	b3	3
Gleise	Gleis	NOUN	NN	mo	können	AUX	"[Die, "", ""]"	3	b3	3
""""	--	PUNCT	$LRB	punct	Gleise	NOUN	[]	3	b3	3
können	können	AUX	VMFIN	ROOT	können	AUX	[Gleise, Mikrotubuli, sein, .]	3	b3	3
Mikrotubuli	Mikrotubuli	PROPN	NN	sb	können	AUX	[oder]	3	b3	3
oder	oder	CCONJ	KON	cd	Mikrotubuli	PROPN	[Aktinfilamente]	3	b3	3
Aktinfilamente	Aktinfilament	NOUN	NN	cj	oder	CCONJ	[]	3	b3	3
sein	sein	AUX	VAINF	oc	können	AUX	[]	3	b3	3
.	--	PUNCT	$.	punct	können	AUX	[]	3	b3	3
Aktinbindende	aktinbindend	ADJ	ADJA	nk	Motorproteine	NOUN	[]	3	b3	4
Motorproteine	Motorprotein	NOUN	NN	sb	sind	AUX	[Aktinbindende]	3	b3	4
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Motorproteine, Myosine, .]	3	b3	4
die	der	DET	ART	nk	Myosine	NOUN	[]	3	b3	4
Myosine	Myosin	NOUN	NN	pd	sind	AUX	[die, ,, vorkommen]	3	b3	4
,	--	PUNCT	$,	punct	Myosine	NOUN	[]	3	b3	4
von	von	ADP	APPR	mo	vorkommen	VERB	[denen]	3	b3	4
denen	der	PRON	PRELS	nk	von	ADP	[]	3	b3	4
in	in	ADP	APPR	mo	vorkommen	VERB	[Eukaryoten]	3	b3	4
Eukaryoten	Eukaryot	NOUN	NE	nk	in	ADP	[]	3	b3	4
siebzehn	siebzehn	NUM	CARD	nk	Familien	NOUN	[]	3	b3	4
Familien	Familie	NOUN	NN	oa	vorkommen	VERB	[siebzehn]	3	b3	4
vorkommen	vorkommen	VERB	VVFIN	rc	Myosine	NOUN	[von, in, Familien]	3	b3	4
.	--	PUNCT	$.	punct	sind	AUX	[]	3	b3	4
Eine	ein	DET	ART	nk	Kette	NOUN	[]	3	b3	5
schwere	schwer	ADJ	ADJA	nk	Kette	NOUN	[]	3	b3	5
Kette	Kette	NOUN	NN	sb	ist	AUX	[Eine, schwere]	3	b3	5
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Kette, beteiligt, .]	3	b3	5
an	an	ADP	APPR	op	beteiligt	VERB	[Ausbildung]	3	b3	5
der	der	DET	ART	nk	Ausbildung	NOUN	[]	3	b3	5
Ausbildung	Ausbildung	NOUN	NN	nk	an	ADP	[der, Kopfregion, bildet]	3	b3	5
einer	ein	DET	ART	nk	Kopfregion	NOUN	[]	3	b3	5
Schwanz-	Schwanz	X	TRUNC	cj	und	CCONJ	[]	3	b3	5
und	und	CCONJ	KON	cd	Kopfregion	NOUN	[Schwanz-]	3	b3	5
einer	ein	DET	ART	nk	Kopfregion	NOUN	[]	3	b3	5
Kopfregion	Kopfregion	NOUN	NN	ag	Ausbildung	NOUN	[einer, und, einer]	3	b3	5
beteiligt	beteiligen	VERB	VVPP	pd	ist	AUX	[an, ,]	3	b3	5
,	--	PUNCT	$,	punct	beteiligt	VERB	[]	3	b3	5
welche	welcher	PRON	PRELS	oa	bildet	VERB	[]	3	b3	5
die	der	DET	ART	nk	Motordomäne	NOUN	[]	3	b3	5
Motordomäne	Motordoman	NOUN	NN	sb	bildet	VERB	[die]	3	b3	5
bildet	bilden	VERB	VVFIN	rc	Ausbildung	NOUN	[welche, Motordomäne]	3	b3	5
.	--	PUNCT	$.	punct	ist	AUX	[]	3	b3	5
Der	der	DET	ART	nk	Kopf	NOUN	[]	3	b3	6
Kopf	Kopf	NOUN	NN	sb	besitzt	VERB	[Der]	3	b3	6
